time,GEN1:Vt,GEN2:Vt,GEN3:Vt,GEN4:Vt,GEN5:Vt,GEN6:Vt,GEN7:Vt,GEN8:Vt,GEN9:Vt,GEN10:Vt,GEN1:delta,GEN2:delta,GEN3:delta,GEN4:delta,GEN5:delta,GEN6:delta,GEN7:delta,GEN8:delta,GEN9:delta,GEN10:delta
0.0,1.03,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.01,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.02,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.03,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.04,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.05,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.06,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.07,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.08,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.09,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.1,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.11,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.12,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.13,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.14,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.15,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.16,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
0.17,1.0299999999999996,0.9819999999999995,0.9840999999999998,0.9972000000000006,1.012300000000001,1.0494000000000008,1.0636,1.0274999999999999,1.0264999999999995,1.0499,-0.061087135395090225,0.8502038955116599,0.9159192135150732,0.9333892733280937,1.0014057728465846,0.9131684778090422,1.0954417073527696,0.9630639035151585,1.1024610945947728,0.05029482595791503
